source_order,star_grade,monster_type,monster_family,element,awakened_name,image_url,base_image_url,monster_url,awakening_essences,skill_ups,source_url
81,5,HP,Bayek,Fire,Bayek,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_2.png,https://summonerswarskyarena.info/monster/bayek-fire-bayek-review/,,13,https://summonerswarskyarena.info/monster-list/
82,4,Support,Bayek,Water,Bayek,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_1.png,https://summonerswarskyarena.info/monster/bayek-water-bayek-review/,,13,https://summonerswarskyarena.info/monster-list/
83,5,HP,Bayek,Wind,Bayek,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_3.png,https://summonerswarskyarena.info/monster/bayek-wind-bayek-review/,,11,https://summonerswarskyarena.info/monster-list/
84,4,HP,Bayek,Light,Bayek,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_4.png,https://summonerswarskyarena.info/monster/bayek-light-bayek-review/,,13,https://summonerswarskyarena.info/monster-list/
85,5,Support,Bayek,Dark,Bayek,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0110_1_5.png,https://summonerswarskyarena.info/monster/bayek-dark-bayek-review/,,12,https://summonerswarskyarena.info/monster-list/
86,5,Attack,Demon,Dark,Beelzebub,https://summonerswarskyarena.info/wp-content/uploads/2019/08/beelzebub.png,https://summonerswarskyarena.info/wp-content/uploads/2019/08/dark-demon.png,https://summonerswarskyarena.info/monster/beelzebub-dark-demon-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
87,5,Attack,Demon,Water,Belial,https://summonerswarskyarena.info/wp-content/uploads/2019/08/belial.png,https://summonerswarskyarena.info/wp-content/uploads/2019/08/water-demon.png,https://summonerswarskyarena.info/monster/belial-water-demon-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
88,4,Attack,Chakram Dancer,Dark,Belita,https://summonerswarskyarena.info/wp-content/uploads/2018/03/belita.png,https://summonerswarskyarena.info/wp-content/uploads/2018/03/dark-chakram-dancer.png,https://summonerswarskyarena.info/monster/belita-light-chakram-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
89,5,Attack,Cannon Girl,Dark,Bella,https://summonerswarskyarena.info/wp-content/uploads/2019/02/bella.png,https://summonerswarskyarena.info/wp-content/uploads/2019/02/dark-cannon-girl.png,https://summonerswarskyarena.info/monster/bella-dark-cannon-girl-review/,15 12 15 10,8,https://summonerswarskyarena.info/monster-list/
90,3,Defense,Inugami,Light,Belladeon,https://summonerswarskyarena.info/wp-content/uploads/2017/08/belladeon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Inugami_Light_Icon.png,https://summonerswarskyarena.info/monster/belladeon-light-inugami/,15 10 10 5,10,https://summonerswarskyarena.info/monster-list/
91,5,Defense,Druid,Fire,Bellenus,https://summonerswarskyarena.info/wp-content/uploads/2018/09/bellenus.png,https://summonerswarskyarena.info/wp-content/uploads/2018/09/fire-druid.png,https://summonerswarskyarena.info/monster/bellenus-fire-druid-review/,10 20 15 5,14,https://summonerswarskyarena.info/monster-list/
92,5,Attack,Weapon Master,Light,Benedict,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0080_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0080_0_4.png,https://summonerswarskyarena.info/monster/benedict-light-weapon-master-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
93,4,Support,Blade Dancer,Fire,Berenice,https://summonerswarskyarena.info/wp-content/uploads/2020/11/berenice.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/fire-blade-dancer.png,https://summonerswarskyarena.info/monster/berenice-fire-blade-dancer-review/,15 5 20 10,11,https://summonerswarskyarena.info/monster-list/
94,5,Attack,Mercenary Queen,Light,Berghild,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0117_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0117_0_4.png,https://summonerswarskyarena.info/monster/berghild-light-mercenary-queen-review/,15 10 15 13,11,https://summonerswarskyarena.info/monster-list/
95,4,Attack,Kobold Bomber,Dark,Bering,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Bering-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Kobold-Bomber-Dark.png,https://summonerswarskyarena.info/monster/bering-dark-kobold-bomber-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
96,5,Attack,Shadow Claw,Fire,Bernadotte,https://summonerswarskyarena.info/wp-content/uploads/2020/11/bernadotte.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/fire-shadow-claw.png,https://summonerswarskyarena.info/monster/bernadotte-fire-shadow-claw-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
97,3,Support,Griffon,Wind,Bernard,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Bernard_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Griffon_Wind_Icon.png,https://summonerswarskyarena.info/monster/bernard-wind-griffon/,15 10 10 5,10,https://summonerswarskyarena.info/monster-list/
98,5,Attack,Hell Lady,Water,Beth,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Beth-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Hell-Lady-Water.png,https://summonerswarskyarena.info/monster/beth-water-hell-lady-review/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
99,4,Attack,Magical Archer,Dark,Bethony,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Bethony_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Magical_Archer_Dark_Icon.png,https://summonerswarskyarena.info/monster/bethony-dark-magical-archer-review/,20 5 15 5,14,https://summonerswarskyarena.info/monster-list/
100,4,Support,Mermaid,Dark,Betta,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Betta-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Mermaid-Dark.png,https://summonerswarskyarena.info/monster/betta-dark-mermaid-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
101,4,HP,Hypnomeow,Water,Birman,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_0_1.png,https://summonerswarskyarena.info/monster/birman-water-hypnomeow-review/,15 5 20 10,8,https://summonerswarskyarena.info/monster-list/
102,5,Defense,Black Tortoise Champion,Wind,Black Tortoise Champion,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0183_1_3_Black-Tortoise-Champion.png,https://summonerswarskyarena.info/wp-content/uploads/2025/05/unit_icon_0183_1_3_Black-Tortoise-Champion.png,https://summonerswarskyarena.info/monster/black-tortoise-champion-wind-black-tortoise-champion-review/,,11,https://summonerswarskyarena.info/monster-list/
103,5,Attack,Devil Maiden,Fire,Bloodya,https://summonerswarskyarena.info/wp-content/uploads/2023/08/unit_icon_0127_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/08/unit_icon_0127_0_2.png,https://summonerswarskyarena.info/monster/bloodya-fire-devil-maiden-review/,20 10 15 5,13,https://summonerswarskyarena.info/monster-list/
104,5,HP,Lightning Emperor,Water,Bolverk,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Bolverk_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Lightning_Emperor_Water_Icon.png,https://summonerswarskyarena.info/monster/bolverk-water-lightning-emperor-review/,20 10 15 5,8,https://summonerswarskyarena.info/monster-list/
105,4,HP,Hypnomeow,Dark,Bombay,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_0_5.png,https://summonerswarskyarena.info/monster/bombay-dark-hypnomeow-review/,15 5 20 10,8,https://summonerswarskyarena.info/monster-list/
106,5,HP,Slayer,Water,Borgnine,https://summonerswarskyarena.info/wp-content/uploads/2020/11/borgnine.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/water-slayer.png,https://summonerswarskyarena.info/monster/borgnine-water-slayer-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
107,5,Attack,Polar Queen,Fire,Brandia,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Brandia-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Polar-Queen-Fire.png,https://summonerswarskyarena.info/monster/brandia-fire-polar-queen-review/,20 10 15 5,13,https://summonerswarskyarena.info/monster-list/
108,2,Attack,Elemental,Fire,Bremis,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Bremis_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Elemental_Fire_Icon.png,https://summonerswarskyarena.info/monster/bremis-fire-elemental-review/,5 15 5 10,11,https://summonerswarskyarena.info/monster-list/
109,4,HP,Death Knight,Wind,Briand,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Briand_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Death_Knight_Wind_Icon.png,https://summonerswarskyarena.info/monster/briand-wind-death-knight-review/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
110,4,Attack,Pirate Captain,Light,Brig,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Brig-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Pirate-Captain-Light.png,https://summonerswarskyarena.info/monster/brig-light-pirate-captain-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
111,5,Attack,Magic Order Swordsinger,Light,Brigitta,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0151_1_4_brigitta2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0151_0_4_brigitta.png,https://summonerswarskyarena.info/monster/brigitta-light-magic-order-swordsinger-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
112,5,Support,Mercenary Queen,Water,Brita,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0117_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0117_0_1.png,https://summonerswarskyarena.info/monster/brita-water-mercenary-queen-review/,15 10 15 12,12,https://summonerswarskyarena.info/monster-list/
113,3,HP,Frankenstein,Fire,Bulldozer,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Bulldozer-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Frankenstein-Fire.png,https://summonerswarskyarena.info/monster/bulldozer-fire-frankenstein-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
114,3,HP,Minotauros,Fire,Burentau,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Burentau-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Minotauros-Fire.png,https://summonerswarskyarena.info/monster/burentau-fire-minotauros-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
115,5,HP,Dokkaebi Lord,Wind,Byungchul,https://summonerswarskyarena.info/wp-content/uploads/2023/10/unit_icon_0133_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/10/unit_icon_0133_0_3.png,https://summonerswarskyarena.info/monster/byungchul-wind-dokkaebi-lord-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
116,5,Attack,Vampire,Dark,Cadiz,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Cadiz_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Vampire_Dark_Icon.png,https://summonerswarskyarena.info/monster/cadiz-dark-vampire-review/,12 15 10 15,9,https://summonerswarskyarena.info/monster-list/
117,2,Support,Garuda,Fire,Cahule,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Cahule_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Garuda_Fire_Icon.png,https://summonerswarskyarena.info/monster/cahule-fire-garuda-review/,2 15 15,15,https://summonerswarskyarena.info/monster-list/
118,3,Attack,Charger Shark,Dark,Calicus,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Calicus-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Charger-Shark-Dark.png,https://summonerswarskyarena.info/monster/calicus-dark-charger-shark-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
119,2,Attack,Pixie,Dark,Camaryn,https://summonerswarskyarena.info/wp-content/uploads/2016/07/Camaryn-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2016/07/Pixie-Dark.png,https://summonerswarskyarena.info/monster/camaryn-dark-pixie-review/,20 15,16,https://summonerswarskyarena.info/monster-list/
120,5,HP,Valkyrja,Water,Camilla,https://summonerswarskyarena.info/wp-content/uploads/2017/03/unit_icon_0014_0_2-1.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Valkyrja_Water_Icon.png,https://summonerswarskyarena.info/monster/camilla-water-valkyrja/,20 10 15 5,7,https://summonerswarskyarena.info/monster-list/
121,3,Attack,Elemental,Dark,Camules,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Camules_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Elemental_Dark_Icon.png,https://summonerswarskyarena.info/monster/camules-dark-elemental-review/,5 15 5 10,10,https://summonerswarskyarena.info/monster-list/
122,4,Attack,Sniper Mk.I,Wind,Carbine,https://summonerswarskyarena.info/wp-content/uploads/2019/02/carbine.png,https://summonerswarskyarena.info/wp-content/uploads/2019/02/wind-sniper-mk-i.png,https://summonerswarskyarena.info/monster/carbine-wind-sniper-mk-i-review/,15 5 20 10,9,https://summonerswarskyarena.info/monster-list/
123,4,Attack,Sniper Mk.I,Fire,Carcano,https://summonerswarskyarena.info/wp-content/uploads/2019/02/carcano.png,https://summonerswarskyarena.info/wp-content/uploads/2019/02/fire-sniper-mk-i.png,https://summonerswarskyarena.info/monster/carcano-fire-sniper-mk-i-review/,15 5 20 10,9,https://summonerswarskyarena.info/monster-list/
124,5,Attack,Weapon Master,Fire,Carlos,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0080_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0080_0_2.png,https://summonerswarskyarena.info/monster/carlos-fire-weapon-master-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
125,4,Attack,Cyborg,Fire,Carmella,https://summonerswarskyarena.info/wp-content/uploads/2024/04/unit_icon_0145_0_2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/04/unit_icon_0145_0_2.png,https://summonerswarskyarena.info/monster/carmella-fire-cyborg-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
126,4,Attack,Pirate Captain,Fire,Carrack,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Carrack-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Pirate-Captain-Fire.png,https://summonerswarskyarena.info/monster/carrack-fire-pirate-captain-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
127,3,Attack,Cow Girl,Dark,Cassie,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Cassie-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Cow-Girl-Dark.png,https://summonerswarskyarena.info/monster/cassie-dark-cow-girl-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
128,4,Defense,Poison Master,Dark,Cayde,https://summonerswarskyarena.info/wp-content/uploads/2020/12/cayde.png,https://summonerswarskyarena.info/wp-content/uploads/2020/12/dark-poison-master.png,https://summonerswarskyarena.info/monster/cayde-dark-poison-master-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
129,5,Attack,Arcane Weapon,Water,Cecilia,https://summonerswarskyarena.info/wp-content/uploads/2025/10/unit_icon_0192_1_1_Cecilia_2.png,https://summonerswarskyarena.info/wp-content/uploads/2025/10/unit_icon_0192_0_1_Cecilia.png,https://summonerswarskyarena.info/monster/cecilia-water-arcane-weapon-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
130,5,Attack,Magic Order Elementalist,Dark,Celestara,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0153_1_5_celestara2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0153_0_5_celestara.png,https://summonerswarskyarena.info/monster/celestara-dark-magic-order-elementalist-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
131,5,Support,Harp Magician,Light,Celia,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Celia_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Harp_Magician_Light_Icon.png,https://summonerswarskyarena.info/monster/celia-light-harp-magician-review/,12 15 10 15,10,https://summonerswarskyarena.info/monster-list/
132,4,Support,Rune Blacksmith,Wind,Celine,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2022/01/unit_icon_0081_0_3.png,https://summonerswarskyarena.info/monster/celine-rune-blacksmith-review/,15 5 20 10,9,https://summonerswarskyarena.info/monster-list/
